family,query_id,schema_name,retrieval_correct,grounding_mode,param_coverage,type_match,key_overlap,instantiation_approx,error_type
Production Planning / LP,nlp4lp_test_112,nlp4lp_test_112,1,tfidf_greedy,1.000,0.714,1.000,1,none
Production Planning / LP,nlp4lp_test_112,nlp4lp_test_112,1,constrained,1.000,0.714,1.000,1,none
Production Planning / LP,nlp4lp_test_112,nlp4lp_test_112,1,opt_role_repair,1.000,0.714,1.000,1,none
Production Planning / LP,nlp4lp_test_112,nlp4lp_test_112,1,global_compat_full,1.000,0.714,1.000,1,none
Production Planning / LP,nlp4lp_test_112,nlp4lp_test_112,1,semantic_ir_repair,1.000,0.714,1.000,1,none
Production Planning / LP,nlp4lp_test_115,nlp4lp_test_115,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_115,nlp4lp_test_115,1,constrained,1.000,0.000,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_115,nlp4lp_test_115,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_115,nlp4lp_test_115,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_115,nlp4lp_test_115,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_117,nlp4lp_test_117,0,tfidf_greedy,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_117,nlp4lp_test_117,0,constrained,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_117,nlp4lp_test_117,0,opt_role_repair,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_117,nlp4lp_test_117,0,global_compat_full,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_117,nlp4lp_test_117,0,semantic_ir_repair,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_118,nlp4lp_test_118,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_118,nlp4lp_test_118,1,constrained,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_118,nlp4lp_test_118,1,opt_role_repair,1.000,0.600,1.000,0,none
Production Planning / LP,nlp4lp_test_118,nlp4lp_test_118,1,global_compat_full,1.000,0.600,1.000,0,none
Production Planning / LP,nlp4lp_test_118,nlp4lp_test_118,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_12,nlp4lp_test_12,0,tfidf_greedy,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_12,nlp4lp_test_12,0,constrained,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_12,nlp4lp_test_12,0,opt_role_repair,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_12,nlp4lp_test_12,0,global_compat_full,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_12,nlp4lp_test_12,0,semantic_ir_repair,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_120,nlp4lp_test_120,1,tfidf_greedy,1.000,0.889,1.000,1,none
Production Planning / LP,nlp4lp_test_120,nlp4lp_test_120,1,constrained,1.000,0.889,1.000,1,none
Production Planning / LP,nlp4lp_test_120,nlp4lp_test_120,1,opt_role_repair,1.000,0.889,1.000,1,none
Production Planning / LP,nlp4lp_test_120,nlp4lp_test_120,1,global_compat_full,1.000,0.889,1.000,1,none
Production Planning / LP,nlp4lp_test_120,nlp4lp_test_120,1,semantic_ir_repair,1.000,0.889,1.000,1,none
Production Planning / LP,nlp4lp_test_121,nlp4lp_test_121,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_121,nlp4lp_test_121,1,constrained,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_121,nlp4lp_test_121,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_121,nlp4lp_test_121,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_121,nlp4lp_test_121,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_122,nlp4lp_test_122,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_122,nlp4lp_test_122,1,constrained,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_122,nlp4lp_test_122,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_122,nlp4lp_test_122,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_122,nlp4lp_test_122,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_125,nlp4lp_test_125,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_125,nlp4lp_test_125,1,constrained,1.000,0.000,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_125,nlp4lp_test_125,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_125,nlp4lp_test_125,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_125,nlp4lp_test_125,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_127,nlp4lp_test_127,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_127,nlp4lp_test_127,1,constrained,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_127,nlp4lp_test_127,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_127,nlp4lp_test_127,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_127,nlp4lp_test_127,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_13,nlp4lp_test_13,1,tfidf_greedy,0.923,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_13,nlp4lp_test_13,1,constrained,0.923,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_13,nlp4lp_test_13,1,opt_role_repair,0.923,0.917,1.000,1,none
Production Planning / LP,nlp4lp_test_13,nlp4lp_test_13,1,global_compat_full,0.923,0.917,1.000,1,none
Production Planning / LP,nlp4lp_test_13,nlp4lp_test_13,1,semantic_ir_repair,0.923,0.917,1.000,1,none
Production Planning / LP,nlp4lp_test_130,nlp4lp_test_130,0,tfidf_greedy,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_130,nlp4lp_test_130,0,constrained,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_130,nlp4lp_test_130,0,opt_role_repair,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_130,nlp4lp_test_130,0,global_compat_full,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_130,nlp4lp_test_130,0,semantic_ir_repair,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_131,nlp4lp_test_131,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_131,nlp4lp_test_131,1,constrained,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_131,nlp4lp_test_131,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_131,nlp4lp_test_131,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_131,nlp4lp_test_131,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_132,nlp4lp_test_132,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_132,nlp4lp_test_132,1,constrained,1.000,0.500,1.000,0,none
Production Planning / LP,nlp4lp_test_132,nlp4lp_test_132,1,opt_role_repair,1.000,0.500,1.000,0,none
Production Planning / LP,nlp4lp_test_132,nlp4lp_test_132,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_132,nlp4lp_test_132,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_134,nlp4lp_test_134,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_134,nlp4lp_test_134,1,constrained,1.000,0.000,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_134,nlp4lp_test_134,1,opt_role_repair,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_134,nlp4lp_test_134,1,global_compat_full,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_134,nlp4lp_test_134,1,semantic_ir_repair,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_135,nlp4lp_test_135,1,tfidf_greedy,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_135,nlp4lp_test_135,1,constrained,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_135,nlp4lp_test_135,1,opt_role_repair,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_135,nlp4lp_test_135,1,global_compat_full,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_135,nlp4lp_test_135,1,semantic_ir_repair,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_14,nlp4lp_test_14,1,tfidf_greedy,0.200,1.000,1.000,0,low_param_coverage
Production Planning / LP,nlp4lp_test_14,nlp4lp_test_14,1,constrained,0.200,1.000,1.000,0,low_param_coverage
Production Planning / LP,nlp4lp_test_14,nlp4lp_test_14,1,opt_role_repair,0.200,1.000,1.000,0,low_param_coverage
Production Planning / LP,nlp4lp_test_14,nlp4lp_test_14,1,global_compat_full,0.200,1.000,1.000,0,low_param_coverage
Production Planning / LP,nlp4lp_test_14,nlp4lp_test_14,1,semantic_ir_repair,0.200,1.000,1.000,0,low_param_coverage
Production Planning / LP,nlp4lp_test_142,nlp4lp_test_142,1,tfidf_greedy,1.000,0.500,1.000,0,none
Production Planning / LP,nlp4lp_test_142,nlp4lp_test_142,1,constrained,0.667,0.750,1.000,0,none
Production Planning / LP,nlp4lp_test_142,nlp4lp_test_142,1,opt_role_repair,1.000,0.500,1.000,0,none
Production Planning / LP,nlp4lp_test_142,nlp4lp_test_142,1,global_compat_full,1.000,0.500,1.000,0,none
Production Planning / LP,nlp4lp_test_142,nlp4lp_test_142,1,semantic_ir_repair,0.833,0.600,1.000,0,none
Production Planning / LP,nlp4lp_test_143,nlp4lp_test_143,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_143,nlp4lp_test_143,1,constrained,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_143,nlp4lp_test_143,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_143,nlp4lp_test_143,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_143,nlp4lp_test_143,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_150,nlp4lp_test_150,1,tfidf_greedy,1.000,0.714,1.000,1,none
Production Planning / LP,nlp4lp_test_150,nlp4lp_test_150,1,constrained,0.714,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_150,nlp4lp_test_150,1,opt_role_repair,1.000,0.714,1.000,1,none
Production Planning / LP,nlp4lp_test_150,nlp4lp_test_150,1,global_compat_full,1.000,0.714,1.000,1,none
Production Planning / LP,nlp4lp_test_150,nlp4lp_test_150,1,semantic_ir_repair,0.714,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_152,nlp4lp_test_152,1,tfidf_greedy,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_152,nlp4lp_test_152,1,constrained,0.667,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_152,nlp4lp_test_152,1,opt_role_repair,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_152,nlp4lp_test_152,1,global_compat_full,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_152,nlp4lp_test_152,1,semantic_ir_repair,0.833,0.800,1.000,1,none
Production Planning / LP,nlp4lp_test_155,nlp4lp_test_155,1,tfidf_greedy,1.000,0.333,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_155,nlp4lp_test_155,1,constrained,0.333,1.000,1.000,0,low_param_coverage
Production Planning / LP,nlp4lp_test_155,nlp4lp_test_155,1,opt_role_repair,1.000,0.333,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_155,nlp4lp_test_155,1,global_compat_full,1.000,0.333,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_155,nlp4lp_test_155,1,semantic_ir_repair,0.333,1.000,1.000,0,low_param_coverage
Production Planning / LP,nlp4lp_test_16,nlp4lp_test_16,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_16,nlp4lp_test_16,1,constrained,1.000,0.875,1.000,1,none
Production Planning / LP,nlp4lp_test_16,nlp4lp_test_16,1,opt_role_repair,1.000,0.750,1.000,1,none
Production Planning / LP,nlp4lp_test_16,nlp4lp_test_16,1,global_compat_full,1.000,0.750,1.000,1,none
Production Planning / LP,nlp4lp_test_16,nlp4lp_test_16,1,semantic_ir_repair,1.000,0.750,1.000,1,none
Production Planning / LP,nlp4lp_test_162,nlp4lp_test_162,1,tfidf_greedy,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_162,nlp4lp_test_162,1,constrained,0.833,0.800,1.000,1,none
Production Planning / LP,nlp4lp_test_162,nlp4lp_test_162,1,opt_role_repair,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_162,nlp4lp_test_162,1,global_compat_full,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_162,nlp4lp_test_162,1,semantic_ir_repair,0.833,0.800,1.000,1,none
Production Planning / LP,nlp4lp_test_165,nlp4lp_test_165,1,tfidf_greedy,0.750,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_165,nlp4lp_test_165,1,constrained,0.500,0.500,1.000,0,none
Production Planning / LP,nlp4lp_test_165,nlp4lp_test_165,1,opt_role_repair,0.750,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_165,nlp4lp_test_165,1,global_compat_full,0.750,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_165,nlp4lp_test_165,1,semantic_ir_repair,0.500,0.500,1.000,0,none
Production Planning / LP,nlp4lp_test_17,nlp4lp_test_17,1,tfidf_greedy,0.667,0.833,1.000,0,none
Production Planning / LP,nlp4lp_test_17,nlp4lp_test_17,1,constrained,0.667,0.833,1.000,0,none
Production Planning / LP,nlp4lp_test_17,nlp4lp_test_17,1,opt_role_repair,0.667,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_17,nlp4lp_test_17,1,global_compat_full,0.667,0.833,1.000,0,none
Production Planning / LP,nlp4lp_test_17,nlp4lp_test_17,1,semantic_ir_repair,0.667,0.833,1.000,0,none
Production Planning / LP,nlp4lp_test_172,nlp4lp_test_172,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_172,nlp4lp_test_172,1,constrained,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_172,nlp4lp_test_172,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_172,nlp4lp_test_172,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_172,nlp4lp_test_172,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_18,nlp4lp_test_18,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_18,nlp4lp_test_18,1,constrained,1.000,0.000,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_18,nlp4lp_test_18,1,opt_role_repair,1.000,0.500,1.000,0,none
Production Planning / LP,nlp4lp_test_18,nlp4lp_test_18,1,global_compat_full,1.000,0.500,1.000,0,none
Production Planning / LP,nlp4lp_test_18,nlp4lp_test_18,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_182,nlp4lp_test_182,1,tfidf_greedy,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_182,nlp4lp_test_182,1,constrained,0.667,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_182,nlp4lp_test_182,1,opt_role_repair,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_182,nlp4lp_test_182,1,global_compat_full,1.000,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_182,nlp4lp_test_182,1,semantic_ir_repair,0.833,0.800,1.000,1,none
Production Planning / LP,nlp4lp_test_188,nlp4lp_test_188,0,tfidf_greedy,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_188,nlp4lp_test_188,0,constrained,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_188,nlp4lp_test_188,0,opt_role_repair,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_188,nlp4lp_test_188,0,global_compat_full,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_188,nlp4lp_test_188,0,semantic_ir_repair,0.000,0.000,0.000,0,retrieval_miss
Production Planning / LP,nlp4lp_test_189,nlp4lp_test_189,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_189,nlp4lp_test_189,1,constrained,1.000,0.000,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_189,nlp4lp_test_189,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_189,nlp4lp_test_189,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_189,nlp4lp_test_189,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_19,nlp4lp_test_19,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_19,nlp4lp_test_19,1,constrained,1.000,0.250,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_19,nlp4lp_test_19,1,opt_role_repair,1.000,0.500,1.000,0,none
Production Planning / LP,nlp4lp_test_19,nlp4lp_test_19,1,global_compat_full,1.000,0.500,1.000,0,none
Production Planning / LP,nlp4lp_test_19,nlp4lp_test_19,1,semantic_ir_repair,1.000,0.500,1.000,0,none
Production Planning / LP,nlp4lp_test_190,nlp4lp_test_190,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_190,nlp4lp_test_190,1,constrained,1.000,0.000,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_190,nlp4lp_test_190,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_190,nlp4lp_test_190,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_190,nlp4lp_test_190,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_191,nlp4lp_test_191,1,tfidf_greedy,1.000,0.750,1.000,1,none
Production Planning / LP,nlp4lp_test_191,nlp4lp_test_191,1,constrained,1.000,0.750,1.000,1,none
Production Planning / LP,nlp4lp_test_191,nlp4lp_test_191,1,opt_role_repair,1.000,0.750,1.000,1,none
Production Planning / LP,nlp4lp_test_191,nlp4lp_test_191,1,global_compat_full,1.000,0.750,1.000,1,none
Production Planning / LP,nlp4lp_test_191,nlp4lp_test_191,1,semantic_ir_repair,1.000,0.750,1.000,1,none
Production Planning / LP,nlp4lp_test_192,nlp4lp_test_192,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_192,nlp4lp_test_192,1,constrained,1.000,0.000,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_192,nlp4lp_test_192,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_192,nlp4lp_test_192,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_192,nlp4lp_test_192,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_193,nlp4lp_test_193,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_193,nlp4lp_test_193,1,constrained,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_193,nlp4lp_test_193,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_193,nlp4lp_test_193,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_193,nlp4lp_test_193,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_195,nlp4lp_test_195,1,tfidf_greedy,0.625,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_195,nlp4lp_test_195,1,constrained,0.625,0.800,1.000,0,none
Production Planning / LP,nlp4lp_test_195,nlp4lp_test_195,1,opt_role_repair,0.625,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_195,nlp4lp_test_195,1,global_compat_full,0.625,0.800,1.000,0,none
Production Planning / LP,nlp4lp_test_195,nlp4lp_test_195,1,semantic_ir_repair,0.625,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_196,nlp4lp_test_196,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_196,nlp4lp_test_196,1,constrained,1.000,0.500,1.000,0,none
Production Planning / LP,nlp4lp_test_196,nlp4lp_test_196,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_196,nlp4lp_test_196,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_196,nlp4lp_test_196,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_199,nlp4lp_test_199,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_199,nlp4lp_test_199,1,constrained,1.000,0.000,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_199,nlp4lp_test_199,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_199,nlp4lp_test_199,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_199,nlp4lp_test_199,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_2,nlp4lp_test_2,1,tfidf_greedy,0.875,0.857,1.000,1,none
Production Planning / LP,nlp4lp_test_2,nlp4lp_test_2,1,constrained,0.875,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_2,nlp4lp_test_2,1,opt_role_repair,0.750,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_2,nlp4lp_test_2,1,global_compat_full,0.750,0.833,1.000,0,none
Production Planning / LP,nlp4lp_test_2,nlp4lp_test_2,1,semantic_ir_repair,0.750,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_20,nlp4lp_test_20,1,tfidf_greedy,0.667,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_20,nlp4lp_test_20,1,constrained,0.667,0.750,1.000,0,none
Production Planning / LP,nlp4lp_test_20,nlp4lp_test_20,1,opt_role_repair,0.667,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_20,nlp4lp_test_20,1,global_compat_full,0.667,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_20,nlp4lp_test_20,1,semantic_ir_repair,0.667,1.000,1.000,0,none
Production Planning / LP,nlp4lp_test_200,nlp4lp_test_200,1,tfidf_greedy,1.000,0.571,1.000,0,none
Production Planning / LP,nlp4lp_test_200,nlp4lp_test_200,1,constrained,1.000,0.571,1.000,0,none
Production Planning / LP,nlp4lp_test_200,nlp4lp_test_200,1,opt_role_repair,1.000,0.571,1.000,0,none
Production Planning / LP,nlp4lp_test_200,nlp4lp_test_200,1,global_compat_full,1.000,0.571,1.000,0,none
Production Planning / LP,nlp4lp_test_200,nlp4lp_test_200,1,semantic_ir_repair,1.000,0.571,1.000,0,none
Production Planning / LP,nlp4lp_test_202,nlp4lp_test_202,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_202,nlp4lp_test_202,1,constrained,1.000,0.833,1.000,1,none
Production Planning / LP,nlp4lp_test_202,nlp4lp_test_202,1,opt_role_repair,1.000,0.833,1.000,1,none
Production Planning / LP,nlp4lp_test_202,nlp4lp_test_202,1,global_compat_full,1.000,0.833,1.000,1,none
Production Planning / LP,nlp4lp_test_202,nlp4lp_test_202,1,semantic_ir_repair,1.000,0.833,1.000,1,none
Production Planning / LP,nlp4lp_test_205,nlp4lp_test_205,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_205,nlp4lp_test_205,1,constrained,1.000,0.000,1.000,0,type_mismatch
Production Planning / LP,nlp4lp_test_205,nlp4lp_test_205,1,opt_role_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_205,nlp4lp_test_205,1,global_compat_full,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_205,nlp4lp_test_205,1,semantic_ir_repair,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_206,nlp4lp_test_206,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_206,nlp4lp_test_206,1,constrained,1.000,0.833,1.000,1,none
Production Planning / LP,nlp4lp_test_206,nlp4lp_test_206,1,opt_role_repair,1.000,0.833,1.000,1,none
Production Planning / LP,nlp4lp_test_206,nlp4lp_test_206,1,global_compat_full,1.000,0.833,1.000,1,none
Production Planning / LP,nlp4lp_test_206,nlp4lp_test_206,1,semantic_ir_repair,1.000,0.833,1.000,1,none
Production Planning / LP,nlp4lp_test_207,nlp4lp_test_207,1,tfidf_greedy,1.000,0.600,1.000,0,none
Production Planning / LP,nlp4lp_test_207,nlp4lp_test_207,1,constrained,1.000,0.600,1.000,0,none
Production Planning / LP,nlp4lp_test_207,nlp4lp_test_207,1,opt_role_repair,1.000,0.600,1.000,0,none
Production Planning / LP,nlp4lp_test_207,nlp4lp_test_207,1,global_compat_full,1.000,0.600,1.000,0,none
Production Planning / LP,nlp4lp_test_207,nlp4lp_test_207,1,semantic_ir_repair,1.000,0.600,1.000,0,none
Production Planning / LP,nlp4lp_test_208,nlp4lp_test_208,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_208,nlp4lp_test_208,1,constrained,1.000,0.857,1.000,1,none
Production Planning / LP,nlp4lp_test_208,nlp4lp_test_208,1,opt_role_repair,1.000,0.857,1.000,1,none
Production Planning / LP,nlp4lp_test_208,nlp4lp_test_208,1,global_compat_full,1.000,0.857,1.000,1,none
Production Planning / LP,nlp4lp_test_208,nlp4lp_test_208,1,semantic_ir_repair,1.000,0.857,1.000,1,none
Production Planning / LP,nlp4lp_test_209,nlp4lp_test_209,1,tfidf_greedy,1.000,1.000,1.000,1,none
Production Planning / LP,nlp4lp_test_209,nlp4lp_test_209,1,constrained,1.000,0.857,1.000,1,none
Production Planning / LP,nlp4lp_test_209,nlp4lp_test_209,1,opt_role_repair,1.000,0.857,1.000,1,none
Production Planning / LP,nlp4lp_test_209,nlp4lp_test_209,1,global_compat_full,0.857,0.667,1.000,0,none
Production Planning / LP,nlp4lp_test_209,nlp4lp_test_209,1,semantic_ir_repair,1.000,0.857,1.000,1,none
Production Planning / LP,nlp4lp_test_21,nlp4lp_test_21,1,tfidf_greedy,1.000,0.600,1.000,0,none
Production Planning / LP,nlp4lp_test_21,nlp4lp_test_21,1,constrained,1.000,0.600,1.000,0,none
